"dispute_id","description","category"
"D385","I bought a bundle deal, but I've been charged for the bundle and also for an individual item from it.","DUPLICATE_CHARGE"
"D386","The invoice shows one total, but two payments have been taken from my account against it.","DUPLICATE_CHARGE"
"D387","I'm seeing a charge on my card and a deduction from my PayPal linked to it for the same purchase.","DUPLICATE_CHARGE"
"D388","The payment for my order and the payment for a back-ordered item from it were processed at the same time.","DUPLICATE_CHARGE"
"D389","I was charged for a subscription and then charged again when I accessed it from a different device.","DUPLICATE_CHARGE"
"D390","It appears I was charged for the service and also for the tax on the service separately, but for the full amount.","DUPLICATE_CHARGE"
"D391","I made one payment, but it seems to have been processed on two different dates.","DUPLICATE_CHARGE"
"D392","My wife and I both have automatic payments set up for the same utility bill, and it seems both were processed this month.","DUPLICATE_CHARGE"
"D393","The amount for my flight ticket and the amount for my seat upgrade appear to be the same.","DUPLICATE_CHARGE"
"D394","I'm questioning why a manual payment was processed when an auto-debit was already scheduled for the same day.","DUPLICATE_CHARGE"
"D395","I paid an outstanding balance, but my regular monthly payment was also deducted.","DUPLICATE_CHARGE"
"D396","A recurring payment was taken out twice in the same week.","DUPLICATE_CHARGE"
"D397","I have a charge from the website, and another from their mobile app for the same digital content.","DUPLICATE_CHARGE"
"D398","It looks like I was charged for the initial quote and then again for the final invoice.","DUPLICATE_CHARGE"
"D399","The charge from my card and the charge from my digital wallet for the same purchase both went through.","DUPLICATE_CHARGE"
"D400","This merchant charged me for an annual plan, but is also still charging me monthly.","DUPLICATE_CHARGE"
"D401","I see a charge from 'Stripe' and from the merchant directly for my order.","DUPLICATE_CHARGE"
"D402","I paid the full amount, but I'm also being charged for the first installment.","DUPLICATE_CHARGE"
"D403","The system must have duplicated the order as I received two packages and was charged twice.","DUPLICATE_CHARGE"
"D404","I have two debits for the same rental period, one at the beginning and one at the end.","DUPLICATE_CHARGE"
"D405","The fee for this transaction was debited, and then the transaction itself was debited again including the fee.","DUPLICATE_CHARGE"
"D406","It appears I was charged for the event ticket and also for a 'convenience fee' of the same price.","DUPLICATE_CHARGE"
"D407","I'm seeing two different transaction IDs for what should be a single payment.","DUPLICATE_CHARGE"
"D408","The amount I transferred and an identical 'service charge' were both debited.","DUPLICATE_CHARGE"
"D409","My card was charged for this purchase, and it also seems points were redeemed for the same purchase.","DUPLICATE_CHARGE"
"D410","There's a debit from the holding company and one from the specific brand for the same item.","DUPLICATE_CHARGE"
"D411","My account was charged, the transaction failed, and then a successful transaction was also charged.","DUPLICATE_CHARGE"
"D412","This looks like a duplicate, but the merchant name is spelled slightly differently.","DUPLICATE_CHARGE"
"D413","I have one charge with the correct business name, and another with a generic processor name for the same amount.","DUPLICATE_CHARGE"
"D414","A payment was taken, and then another payment of the same value was taken with a different reference code.","DUPLICATE_CHARGE"
"D415","I'm being billed for the same software on two different email accounts linked to the same card.","DUPLICATE_CHARGE"
"D416","It seems I was charged when I placed the order and then again when the order was confirmed.","DUPLICATE_CHARGE"
"D417","The total of these two transactions equals the cost of my purchase plus an identical, erroneous charge.","DUPLICATE_CHARGE"
"D418","The mobile order payment and the in-store payment for the same items were both processed.","DUPLICATE_CHARGE"
"D419","I have a charge from a week ago, and a new pending charge for the same thing.","DUPLICATE_CHARGE"
"D420","I paid my balance, but the automatic payment for the minimum amount also went through.","DUPLICATE_CHARGE"
"D421","The transaction failed but the amount was deducted from my account.","FAILED_TRANSACTION"
"D422","My payment was declined but I still got charged.","FAILED_TRANSACTION"
"D423","I got an error message during the transaction, but the money is gone.","FAILED_TRANSACTION"
"D424","The payment didn't go through, however, my account has been debited.","FAILED_TRANSACTION"
"D425","UPI transaction was not successful, but the amount has not been reversed.","FAILED_TRANSACTION"
"D426","The POS machine said 'Transaction Failed', but I have an SMS alert for the debit.","FAILED_TRANSACTION"
"D427","My NEFT transfer failed. When will I get the money back?","FAILED_TRANSACTION"
"D428","The website showed a payment error, yet the charge appears on my card.","FAILED_TRANSACTION"
"D429","This transaction failed, but the money has not been credited back to my account.","FAILED_TRANSACTION"
"D430","I was debited for a failed ATM withdrawal.","FAILED_TRANSACTION"
"D431","The payment gateway timed out, but I was charged for the failed attempt.","FAILED_TRANSACTION"
"D432","My card payment was unsuccessful, but the amount was blocked.","FAILED_TRANSACTION"
"D433","The app said the recharge failed, but my bank account was debited.","FAILED_TRANSACTION"
"D434","This transaction shows as failed in my history, but there is no refund yet.","FAILED_TRANSACTION"
"D435","The money was debited but the merchant said the transaction failed.","FAILED_TRANSACTION"
"D436","I am raising a dispute for a failed transaction where the amount was not refunded.","FAILED_TRANSACTION"
"D437","My transfer failed due to a technical issue, but the money has been taken.","FAILED_TRANSACTION"
"D438","The payment was unsuccessful. Please refund the amount debited.","FAILED_TRANSACTION"
"D439","Got an error during checkout, but my card was charged for the failed order.","FAILED_TRANSACTION"
"D440","The transaction status is 'failed', so why has the money been deducted?","FAILED_TRANSACTION"
"D441","I received a 'transaction failed' notification but the funds were taken.","FAILED_TRANSACTION"
"D442","This online payment did not go through, but my statement shows a charge.","FAILED_TRANSACTION"
"D443","The QR code payment failed, but the debit is showing in my passbook.","FAILED_TRANSACTION"
"D444","A failed attempt to pay my credit card bill resulted in a debit.","FAILED_TRANSACTION"
"D445","My IMPS transfer failed, but the amount has not been returned.","FAILED_TRANSACTION"
"D446","The booking was unsuccessful, but my account was charged anyway.","FAILED_TRANSACTION"
"D447","My money was debited for a transaction that never completed.","FAILED_TRANSACTION"
"D448","The payment terminal printed a 'cancelled' slip, but my card shows a debit.","FAILED_TRANSACTION"
"D449","I want to report a debit for a failed mobile banking transaction.","FAILED_TRANSACTION"
"D450","This transaction was not processed, but you took the money.","FAILED_TRANSACTION"
"D451","I got a debit alert, but the merchant's machine showed a communication error.","FAILED_TRANSACTION"
"D452","The transfer was unsuccessful. I need the debited amount back.","FAILED_TRANSACTION"
"D453","Why was I charged for a payment that timed out?","FAILED_TRANSACTION"
"D454","The merchant did not receive payment for this failed transaction. Please refund.","FAILED_TRANSACTION"
"D455","The bill payment failed, but the amount was cut from my account.","FAILED_TRANSACTION"
"D456","The transaction was reversed by the beneficiary bank, but the amount is not back yet.","FAILED_TRANSACTION"
"D457","This UPI transaction failed due to a server issue, but money was debited.","FAILED_TRANSACTION"
"D458","I need a refund for a failed card transaction.","FAILED_TRANSACTION"
"D459","The money was taken but the ticket was not generated due to an error.","FAILED_TRANSACTION"
"D460","The status of my payment is 'failure', but the money has not been refunded.","FAILED_TRANSACTION"
"D461","I was charged for a payment that did not reach the recipient.","FAILED_TRANSACTION"
"D462","A network error caused the transaction to fail, but I was still charged.","FAILED_TRANSACTION"
"D463","The POS transaction was cancelled, yet the debit appears on my account.","FAILED_TRANSACTION"
"D464","My account was debited but the merchant says payment was not successful.","FAILED_TRANSACTION"
"D465","The money was deducted but the order was not placed due to an error.","FAILED_TRANSACTION"
"D466","A failed top-up transaction resulted in a debit from my bank.","FAILED_TRANSACTION"
"D467","This transaction was unsuccessful. Please reverse the charge.","FAILED_TRANSACTION"
"D468","I was debited but the beneficiary did not receive the funds as the transaction failed.","FAILED_TRANSACTION"
"D469","The e-commerce site showed 'Payment Failed', but the charge is on my statement.","FAILED_TRANSACTION"
"D470","A system malfunction caused the transaction to fail, but my account was charged.","FAILED_TRANSACTION"
"D471","Please credit back the amount for this failed debit card transaction.","FAILED_TRANSACTION"
"D472","My utility payment failed, but the amount has been held from my account.","FAILED_TRANSACTION"
"D473","The money for this failed UPI payment has not been returned to my account.","FAILED_TRANSACTION"
"D474","My transaction did not succeed, but I received a debit message.","FAILED_TRANSACTION"
"D475","The order was not confirmed, but the payment was taken.","FAILED_TRANSACTION"
"D476","I had insufficient funds, the transaction failed, but I was still charged a fee.","FAILED_TRANSACTION"
